id,title,code,section,instructor,credit_hours,program,target_department,parent_department,type,repeat,lectures
316,Introduction to Software Engineering,SE1001,BSE-3A,Dr. Zeeshan Ali Rana,3,BS,SE,SE,Core,False,"[{'day': 'Tuesday', 'start_time': '08:30', 'end_time': '09:50', 'room': 'F-205'}, {'day': 'Thursday', 'start_time': '08:30', 'end_time': '09:50', 'room': 'F-205'}]"
317,Introduction to Software Engineering,SE1001,BSE-3B,Dr. Zeeshan Ali Rana,3,BS,SE,SE,Core,False,"[{'day': 'Tuesday', 'start_time': '10:00', 'end_time': '11:20', 'room': 'F-205'}, {'day': 'Thursday', 'start_time': '10:00', 'end_time': '11:20', 'room': 'F-205'}]"
318,Data Structures Lab,CL2001,BSE-3A,,1,BS,SE,CS,Core,False,"[{'day': 'Monday', 'start_time': '11:30', 'end_time': '14:20', 'room': 'Lab-16'}]"
319,Data Structures Lab,CL2001,BSE-3B,,1,BS,SE,CS,Core,False,"[{'day': 'Tuesday', 'start_time': '13:00', 'end_time': '15:50', 'room': 'Lab-16'}]"
320,Comp. Organization & Assembly Lang. Lab,EL2003,BSE-3A,,1,BS,SE,CS,Core,False,"[{'day': 'Friday', 'start_time': '14:30', 'end_time': '17:20', 'room': 'Lab-6'}]"
321,Comp. Organization & Assembly Lang. Lab,EL2003,BSE-3B,,1,BS,SE,CS,Core,False,"[{'day': 'Thursday', 'start_time': '14:30', 'end_time': '17:20', 'room': 'Lab-16'}]"
322,Discrete Structures,CS1005,BSE-3A,,3,BS,SE,HSS,Core,False,"[{'day': 'Tuesday', 'start_time': '11:30', 'end_time': '12:50', 'room': 'C-14'}, {'day': 'Thursday', 'start_time': '11:30', 'end_time': '12:50', 'room': 'C-14'}]"
323,Discrete Structures,CS1005,BSE-3B,,3,BS,SE,HSS,Core,False,"[{'day': 'Monday', 'start_time': '13:00', 'end_time': '14:20', 'room': 'S. Hall'}, {'day': 'Wednesday', 'start_time': '13:00', 'end_time': '14:20', 'room': 'S. Hall'}]"
324,Probability and Statistics,MT2005,BSE-3A,VF,3,BS,SE,HSS,Core,False,"[{'day': 'Tuesday', 'start_time': '14:30', 'end_time': '15:50', 'room': 'F-303'}, {'day': 'Thursday', 'start_time': '14:30', 'end_time': '15:50', 'room': 'F-303'}]"
325,Probability and Statistics,MT2005,BSE-3B,VF,3,BS,SE,HSS,Core,False,"[{'day': 'Monday', 'start_time': '14:30', 'end_time': '15:50', 'room': 'F-301'}, {'day': 'Wednesday', 'start_time': '14:30', 'end_time': '15:50', 'room': 'F-301'}]"
326,Understanding Sirat-Un-Nabi (PBUH),SS1019,BSE-3A,Qurat ul Ain Fatima,1,BS,SE,HSS,Core,False,"[{'day': 'Friday', 'start_time': '10:00', 'end_time': '10:50', 'room': 'C-6'}]"
327,Fundamentals of Accounting,MG2013,BSE-3A,,2,BS,SE,MG,Elective,False,"[{'day': 'Wednesday', 'start_time': '13:00', 'end_time': '14:50', 'room': 'C-7'}]"
328,Fundamentals of Accounting,MG2013,BSE-3B,,2,BS,SE,MG,Elective,False,"[{'day': 'Monday', 'start_time': '10:00', 'end_time': '11:50', 'room': 'F-312'}]"
329,Software Construction Development,SE3004,BSE-5A,Dr. Farooq Ahmed Rana,3,BS,SE,SE,Core,False,"[{'day': 'Tuesday', 'start_time': '13:00', 'end_time': '14:20', 'room': 'F-201'}, {'day': 'Thursday', 'start_time': '13:00', 'end_time': '14:20', 'room': 'F-201'}]"
330,Software Construction Development,SE3004,BSE-5B,Dr. Farooq Ahmed Rana,3,BS,SE,SE,Core,False,"[{'day': 'Tuesday', 'start_time': '11:30', 'end_time': '12:50', 'room': 'F-201'}, {'day': 'Thursday', 'start_time': '11:30', 'end_time': '12:50', 'room': 'F-201'}]"
331,Design and Analysis of Algorithms,CS2009,BSE-5A,Dr. Saira Karim,3,BS,SE,CS,Core,False,"[{'day': 'Monday', 'start_time': '14:30', 'end_time': '15:50', 'room': 'F-205'}, {'day': 'Wednesday', 'start_time': '14:30', 'end_time': '15:50', 'room': 'F-205'}]"
332,Design and Analysis of Algorithms,CS2009,BSE-5B,Dr. Saira Karim,3,BS,SE,CS,Core,False,"[{'day': 'Monday', 'start_time': '13:00', 'end_time': '14:20', 'room': 'F-205'}, {'day': 'Wednesday', 'start_time': '13:00', 'end_time': '14:20', 'room': 'F-205'}]"
333,Software Quality Engineering,SE3002,BSE-5A,Dr. Ali Afzal Malik,3,BS,SE,SE,Core,False,"[{'day': 'Wednesday', 'start_time': '08:30', 'end_time': '09:50', 'room': 'F-207'}, {'day': 'Friday', 'start_time': '08:30', 'end_time': '09:50', 'room': 'F-207'}]"
334,Software Quality Engineering,SE3002,BSE-5B,Dr. Ali Afzal Malik,3,BS,SE,SE,Core,False,"[{'day': 'Wednesday', 'start_time': '10:00', 'end_time': '11:20', 'room': 'F-207'}, {'day': 'Friday', 'start_time': '10:00', 'end_time': '11:20', 'room': 'F-207'}]"
335,Software Construction Development Lab,SL3004,BSE-5A,,1,BS,SE,SE,Core,False,"[{'day': 'Friday', 'start_time': '10:00', 'end_time': '12:50', 'room': 'Lab-13'}]"
336,Software Construction Development Lab,SL3004,BSE-5B,,1,BS,SE,SE,Core,False,"[{'day': 'Thursday', 'start_time': '14:30', 'end_time': '17:20', 'room': 'Lab-2'}]"
337,Technical and Business Writing,SS2007,BSE-5A,Hajra Ikram,3,BS,SE,HSS,Core,False,"[{'day': 'Monday', 'start_time': '13:00', 'end_time': '14:20', 'room': 'F-204'}, {'day': 'Wednesday', 'start_time': '13:00', 'end_time': '14:20', 'room': 'F-204'}]"
338,Technical and Business Writing,SS2007,BSE-5B,Hajra Ikram,3,BS,SE,HSS,Core,False,"[{'day': 'Monday', 'start_time': '14:30', 'end_time': '15:50', 'room': 'F-204'}, {'day': 'Wednesday', 'start_time': '14:30', 'end_time': '15:50', 'room': 'F-204'}]"
339,Natural Language Processing,CS4063,BSE-5A,Ms. Seemab Ayub,3,BS,SE,SE,Elective,False,"[{'day': 'Tuesday', 'start_time': '10:00', 'end_time': '11:20', 'room': 'F-302'}, {'day': 'Thursday', 'start_time': '10:00', 'end_time': '11:20', 'room': 'F-302'}]"
340,Applied Human Computer Interaction,CS3014,BSE-5A,Dr. Wafa Basit,3,BS,SE,SE,Elective,False,"[{'day': 'Monday', 'start_time': '11:30', 'end_time': '12:50', 'room': 'F-201'}, {'day': 'Wednesday', 'start_time': '11:30', 'end_time': '12:50', 'room': 'F-201'}]"
341,Information Security,CS3002,BSE-7A,Dr. Zeeshan Ali Khan,3,BS,SE,CS,Core,False,"[{'day': 'Monday', 'start_time': '11:30', 'end_time': '12:50', 'room': 'F-208'}, {'day': 'Wednesday', 'start_time': '11:30', 'end_time': '12:50', 'room': 'F-208'}]"
342,Information Security,CS3002,BSE-7B,Dr. Zeeshan Ali Khan,3,BS,SE,CS,Core,False,"[{'day': 'Monday', 'start_time': '10:00', 'end_time': '11:20', 'room': 'F-208'}, {'day': 'Wednesday', 'start_time': '10:00', 'end_time': '11:20', 'room': 'F-208'}]"
343,Information Security,CS3002,BSE-7C,Ms. Aqsa Khalid,3,BS,SE,CS,Core,False,"[{'day': 'Tuesday', 'start_time': '14:30', 'end_time': '15:50', 'room': 'F-207'}, {'day': 'Thursday', 'start_time': '14:30', 'end_time': '15:50', 'room': 'F-207'}]"
344,Professional Practices in IT,CS4001,BSE-7A,Mr. Muhammad Amir Iqbal,3,BS,SE,CS,Core,False,"[{'day': 'Tuesday', 'start_time': '11:30', 'end_time': '12:50', 'room': 'F-305'}, {'day': 'Thursday', 'start_time': '11:30', 'end_time': '12:50', 'room': 'F-305'}]"
345,Professional Practices in IT,CS4001,BSE-7B,Mr. Muhammad Amir Iqbal,3,BS,SE,CS,Core,False,"[{'day': 'Tuesday', 'start_time': '08:30', 'end_time': '09:50', 'room': 'F-302'}, {'day': 'Thursday', 'start_time': '08:30', 'end_time': '09:50', 'room': 'F-302'}]"
346,Professional Practices in IT,CS4001,BSE-7C,Mr. Zeyad Amin (VF),3,BS,SE,CS,Core,False,"[{'day': 'Tuesday', 'start_time': '10:00', 'end_time': '11:20', 'room': 'F-210'}, {'day': 'Thursday', 'start_time': '10:00', 'end_time': '11:20', 'room': 'F-210'}]"
347,Fundamental of Software Project Management,SE4003,BSE-7A,Ms. Momna Zaneb,3,BS,SE,SE,Core,False,"[{'day': 'Tuesday', 'start_time': '08:30', 'end_time': '09:50', 'room': 'F-305'}, {'day': 'Thursday', 'start_time': '08:30', 'end_time': '09:50', 'room': 'F-305'}]"
348,Fundamental of Software Project Management,SE4003,BSE-7B,Ms. Momna Zaneb,3,BS,SE,SE,Core,False,"[{'day': 'Tuesday', 'start_time': '10:00', 'end_time': '11:20', 'room': 'F-305'}, {'day': 'Thursday', 'start_time': '10:00', 'end_time': '11:20', 'room': 'F-305'}]"
349,Fundamental of Software Project Management,SE4003,BSE-7C,Ms. Javeria Sadiq (VF),3,BS,SE,SE,Core,False,"[{'day': 'Tuesday', 'start_time': '11:30', 'end_time': '12:50', 'room': 'F-301'}, {'day': 'Thursday', 'start_time': '11:30', 'end_time': '12:50', 'room': 'F-301'}]"
350,Generative AI,AI4009,BSE-7A,Dr. Hajra Waheed,3,BS,SE,SE,Elective,False,"[{'day': 'Tuesday', 'start_time': '13:00', 'end_time': '14:20', 'room': 'F-301'}, {'day': 'Thursday', 'start_time': '13:00', 'end_time': '14:20', 'room': 'F-301'}]"
351,Introduction to Cloud Computing,CS4037,BSE-7B,Mr. Danyal Farhat,3,BS,SE,SE,Elective,False,"[{'day': 'Tuesday', 'start_time': '13:00', 'end_time': '14:20', 'room': 'C-13'}, {'day': 'Thursday', 'start_time': '13:00', 'end_time': '14:20', 'room': 'C-3'}]"
352,Introduction to Cloud Computing,CS4037,BSE-7A,Dr. Abdul Qadeer,3,BS,SE,SE,Elective,False,"[{'day': 'Monday', 'start_time': '14:30', 'end_time': '15:50', 'room': 'F-206'}, {'day': 'Wednesday', 'start_time': '14:30', 'end_time': '15:50', 'room': 'F-206'}]"
353,Brand Management,MG3013,BSE-9A,Mr. Saquib Bhatti (VF),3,BS,SE,SS/MG,Elective,False,"[{'day': 'Tuesday', 'start_time': '13:00', 'end_time': '14:20', 'room': 'F-206'}, {'day': 'Thursday', 'start_time': '13:00', 'end_time': '14:20', 'room': 'F-206'}]"
354,Natural Language Processing,CS4063,BSE-9A,Ms. Mamoona Akbar,3,BS,SE,SE,Elective,False,"[{'day': 'Monday', 'start_time': '10:00', 'end_time': '11:20', 'room': 'F-301'}, {'day': 'Wednesday', 'start_time': '10:00', 'end_time': '11:20', 'room': 'F-301'}]"
355,Bioinformatics (SE Elective),CS4054,BSE-9A,Ms. Rushda Muneer,3,BS,SE,SE,Elective,False,"[{'day': 'Tuesday', 'start_time': '11:30', 'end_time': '12:50', 'room': 'F-303'}, {'day': 'Thursday', 'start_time': '11:30', 'end_time': '12:50', 'room': 'F-303'}]"
356,Simulation and Modeling,CS4056,BSE-9A,,3,BS,SE,SE,Supporting,False,"[{'day': 'Tuesday', 'start_time': '08:30', 'end_time': '09:50', 'room': 'F-304'}, {'day': 'Thursday', 'start_time': '08:30', 'end_time': '09:50', 'room': 'F-304'}]"
357,Software Project Management,CS5015,MSP-1A,Dr. Ali Afzal Malik,NC,MS,SPM,CS,Core,False,"[{'day': 'Monday', 'start_time': '17:30', 'end_time': '20:20', 'room': 'F-202'}]"
358,Management & Organizational Behavior,MG4006,MSP-1A,Mr. Saquib Bhatti (VF),3,MS,SPM,MG,Core,False,"[{'day': 'Tuesday', 'start_time': '17:30', 'end_time': '20:20', 'room': 'F-202'}]"
359,Software Engineering Technologies,CS527,MSP-3A,Mr. Muhammad Waqas Manzoor,3,MS,SPM,SE,Elective,False,"[{'day': 'Wednesday', 'start_time': '17:30', 'end_time': '20:20', 'room': 'F-202'}]"
360,MS Practicum - I,CS5087,MSP-3A,Dr. Ghulam A. Farurukh (VF),3,MS,SPM,CS,Core,False,"[{'day': 'Thursday', 'start_time': '17:30', 'end_time': '20:20', 'room': 'F-203'}]"
361,Introduction to Information and Communication Technology,CL1000,BDS-1A,Ms. Ansa Liaqat,1,BS,DS,CS,Core,False,"[{'day': 'Thursday', 'start_time': '14:30', 'end_time': '17:20', 'room': 'Lab-1'}]"
362,Introduction to Information and Communication Technology,CL1000,BDS-1B,Ms. Ansa Liaqat,1,BS,DS,CS,Core,False,"[{'day': 'Tuesday', 'start_time': '14:30', 'end_time': '17:20', 'room': 'Lab-15'}]"
363,Programming Fundamentals,CS1002,BDS-1A,Dr. Aamir Wali,3,BS,DS,CS,Core,False,"[{'day': 'Tuesday', 'start_time': '10:00', 'end_time': '11:20', 'room': 'F-201'}, {'day': 'Thursday', 'start_time': '10:00', 'end_time': '11:20', 'room': 'F-201'}]"
364,Programming Fundamentals,CS1002,BDS-1B,Mr. Uzair Naqvi,3,BS,DS,CS,Core,False,"[{'day': 'Tuesday', 'start_time': '13:00', 'end_time': '14:20', 'room': 'F-210'}, {'day': 'Thursday', 'start_time': '13:00', 'end_time': '14:20', 'room': 'F-210'}]"
365,Calculus and Analytical Geometry,MT1003,BDS-1A,Dr. Sonia Hanif,3,BS,DS,HSS,Core,False,"[{'day': 'Monday', 'start_time': '13:00', 'end_time': '14:20', 'room': 'C-3'}, {'day': 'Wednesday', 'start_time': '13:00', 'end_time': '14:20', 'room': 'C-3'}]"
366,Calculus and Analytical Geometry,MT1003,BDS-1B,Dr. Sonia Hanif,3,BS,DS,HSS,Core,False,"[{'day': 'Monday', 'start_time': '14:30', 'end_time': '15:50', 'room': 'C-1'}, {'day': 'Wednesday', 'start_time': '14:30', 'end_time': '15:50', 'room': 'C-1'}]"
367,Functional English,SS1012,BDS-1A,Dr Sara Khan,2,BS,DS,HSS,Core,False,"[{'day': 'Monday', 'start_time': '10:30', 'end_time': '12:20', 'room': 'C-3'}]"
368,Functional English,SS1012,BDS-1B,Ms Nokhaiz,2,BS,DS,HSS,Core,False,"[{'day': 'Monday', 'start_time': '08:30', 'end_time': '10:20', 'room': 'C-3'}]"
369,Applied Physics,NS1002,BDS-1A,Ms. Nida,2,BS,DS,HSS,Core,False,"[{'day': 'Monday', 'start_time': '14:30', 'end_time': '15:50', 'room': 'F-310'}, {'day': 'Wednesday', 'start_time': '14:30', 'end_time': '15:50', 'room': 'F-310'}]"
370,Applied Physics,NS1002,BDS-1B,Ms. Nida,2,BS,DS,HSS,Core,False,"[{'day': 'Monday', 'start_time': '16:00', 'end_time': '17:20', 'room': 'F-310'}, {'day': 'Wednesday', 'start_time': '16:00', 'end_time': '17:20', 'room': 'F-310'}]"
371,Ideology and Constitution of Pakistan,SS1013,BDS-1A,Ms Muznah Saleha,2,BS,DS,HSS,Core,False,"[{'day': 'Tuesday', 'start_time': '13:00', 'end_time': '14:50', 'room': 'C-3'}]"
372,Ideology and Constitution of Pakistan,SS1013,BDS-1B,Ms Muznah Saleha,2,BS,DS,HSS,Core,False,"[{'day': 'Wednesday', 'start_time': '11:30', 'end_time': '13:20', 'room': 'C-2'}]"
373,Pakistan Studies,SS1015,BDS-1A,Ms Ayesha Aqeel,2,BS,DS,HSS,Core,False,"[{'day': 'Monday', 'start_time': '08:30', 'end_time': '10:20', 'room': 'C-14'}]"
374,Pakistan Studies,SS1015,BDS-1B,Ms Ayesha Aqeel,2,BS,DS,HSS,Core,False,"[{'day': 'Monday', 'start_time': '10:30', 'end_time': '12:20', 'room': 'C-4'}]"
375,Programming Fundamentals Lab,CL1002,BDS-1A,,1,BS,DS,CS,Core,False,"[{'day': 'Wednesday', 'start_time': '08:30', 'end_time': '11:20', 'room': 'Lab-13'}]"
376,Programming Fundamentals Lab,CL1002,BDS-1B,,1,BS,DS,CS,Core,False,"[{'day': 'Thursday', 'start_time': '14:30', 'end_time': '17:20', 'room': 'Lab-3'}]"
377,Functional Eng Lab,SL1012,BDS-1A1,VF,1,BS,DS,HSS,Core,False,"[{'day': 'Tuesday', 'start_time': '08:30', 'end_time': '09:50', 'room': 'Eng Lab-5'}, {'day': 'Thursday', 'start_time': '08:30', 'end_time': '09:50', 'room': 'Eng Lab-5'}]"
378,Functional Eng Lab,SL1012,BDS-1A2,Sadia (VF),1,BS,DS,HSS,Core,False,"[{'day': 'Tuesday', 'start_time': '08:30', 'end_time': '09:50', 'room': 'Eng Lab-6'}, {'day': 'Thursday', 'start_time': '08:30', 'end_time': '09:50', 'room': 'Eng Lab-6'}]"
379,Functional Eng Lab,SL1012,BDS-1B1,VF,1,BS,DS,HSS,Core,False,"[{'day': 'Tuesday', 'start_time': '10:00', 'end_time': '11:20', 'room': 'Eng Lab-1'}, {'day': 'Thursday', 'start_time': '10:00', 'end_time': '11:20', 'room': 'Eng Lab-1'}]"
380,Functional Eng Lab,SL1012,BDS-1B2,Sadia (VF),1,BS,DS,HSS,Core,False,"[{'day': 'Tuesday', 'start_time': '10:00', 'end_time': '11:20', 'room': 'Eng Lab-2'}, {'day': 'Thursday', 'start_time': '10:00', 'end_time': '11:20', 'room': 'Eng Lab-2'}]"
381,Data Structures,CS2001,BDS-3A,Mr. Muhammad Naveed,3,BS,DS,CS,Core,False,"[{'day': 'Tuesday', 'start_time': '13:00', 'end_time': '14:20', 'room': 'F-202'}, {'day': 'Thursday', 'start_time': '13:00', 'end_time': '14:20', 'room': 'F-202'}]"
382,Data Structures,CS2001,BDS-3B,Mr. Muhammad Naveed,3,BS,DS,CS,Core,False,"[{'day': 'Tuesday', 'start_time': '14:30', 'end_time': '15:50', 'room': 'F-201'}, {'day': 'Thursday', 'start_time': '14:30', 'end_time': '15:50', 'room': 'F-201'}]"
383,Computer Organization and Assembly Language,EE2003,BDS-3A,Ms. Sana Fatima,3,BS,DS,CS,Core,False,"[{'day': 'Monday', 'start_time': '14:30', 'end_time': '15:50', 'room': 'F-207'}, {'day': 'Wednesday', 'start_time': '14:30', 'end_time': '15:50', 'room': 'F-207'}]"
384,Computer Organization and Assembly Language,EE2003,BDS-3B,Ms. Sana Fatima,3,BS,DS,CS,Core,False,"[{'day': 'Monday', 'start_time': '11:30', 'end_time': '12:50', 'room': 'F-207'}, {'day': 'Wednesday', 'start_time': '11:30', 'end_time': '12:50', 'room': 'F-308'}]"
385,Introduction to Data Science,DS2001,BDS-3A,Ms. Mariam Nasim,3,BS,DS,DS,Core,False,"[{'day': 'Monday', 'start_time': '13:00', 'end_time': '14:20', 'room': 'F-311'}, {'day': 'Wednesday', 'start_time': '13:00', 'end_time': '14:20', 'room': 'F-311'}]"
386,Introduction to Data Science,DS2001,BDS-3B,Ms. Mariam Nasim,3,BS,DS,DS,Core,False,"[{'day': 'Monday', 'start_time': '10:00', 'end_time': '11:20', 'room': 'F-311'}, {'day': 'Wednesday', 'start_time': '10:00', 'end_time': '11:20', 'room': 'F-311'}]"
387,Discrete Structures,CS1005,BDS-3A,Mr. Amjad Ali (VF),3,BS,DS,HSS,Core,False,"[{'day': 'Tuesday', 'start_time': '11:30', 'end_time': '12:50', 'room': 'C-13'}, {'day': 'Thursday', 'start_time': '11:30', 'end_time': '12:50', 'room': 'C-13'}]"
388,Discrete Structures,CS1005,BDS-3B,Mr. Amjad Ali (VF),3,BS,DS,HSS,Core,False,"[{'day': 'Monday', 'start_time': '13:00', 'end_time': '14:20', 'room': 'F-307'}, {'day': 'Wednesday', 'start_time': '13:00', 'end_time': '14:20', 'room': 'F-307'}]"
389,Probability and Statistics,MT2005,BDS-3A,VF,3,BS,DS,HSS,Core,False,"[{'day': 'Monday', 'start_time': '11:30', 'end_time': '12:50', 'room': 'F-311'}, {'day': 'Wednesday', 'start_time': '11:30', 'end_time': '12:50', 'room': 'F-311'}]"
390,Probability and Statistics,MT2005,BDS-3B,VF,3,BS,DS,HSS,Core,False,"[{'day': 'Monday', 'start_time': '14:30', 'end_time': '15:50', 'room': 'F-311'}, {'day': 'Wednesday', 'start_time': '14:30', 'end_time': '15:50', 'room': 'F-311'}]"
391,International Relations,SS2044,BDS-3A,Muhammad Tahir Rashid,2,BS,DS,SS,SS/MG Elective,False,"[{'day': 'Wednesday', 'start_time': '08:30', 'end_time': '10:20', 'room': 'C-2'}]"
392,International Relations,SS2044,BDS-3B,Muhammad Tahir Rashid,2,BS,DS,SS,SS/MG Elective,False,"[{'day': 'Tuesday', 'start_time': '08:30', 'end_time': '10:20', 'room': 'C-5'}]"
393,Data Structures Lab,CL2001,BDS-3A,Mr. Durraiz Waseem Rana,1,BS,DS,CS,Core,False,"[{'day': 'Tuesday', 'start_time': '14:30', 'end_time': '17:20', 'room': 'Lab-13'}]"
394,Data Structures Lab,CL2001,BDS-3B,Mr. Durraiz Waseem Rana,1,BS,DS,CS,Core,False,"[{'day': 'Tuesday', 'start_time': '11:30', 'end_time': '14:20', 'room': 'Lab-13'}]"
395,Comp. Organization & Assembly Lang. Lab,EL2003,BDS-3A,,1,BS,DS,CS,Core,False,"[{'day': 'Thursday', 'start_time': '08:30', 'end_time': '11:20', 'room': 'Lab-6'}]"
396,Comp. Organization & Assembly Lang. Lab,EL2003,BDS-3B,,1,BS,DS,CS,Core,False,"[{'day': 'Thursday', 'start_time': '11:30', 'end_time': '14:20', 'room': 'Lab-6'}]"
397,Introduction to Data Science Lab,DL2001,BDS-3A,,1,BS,DS,DS,Core,False,"[{'day': 'Monday', 'start_time': '08:30', 'end_time': '11:20', 'room': 'Lab-13'}]"
398,Introduction to Data Science Lab,DL2001,BDS-3B,Ms. Mariam Nasim,1,BS,DS,DS,Core,False,"[{'day': 'Thursday', 'start_time': '08:30', 'end_time': '11:20', 'room': 'Lab-14'}]"
399,Operating Systems,CS2006,BDS-5A,Mr. Mubasher Hussain,3,BS,DS,CS,Core,False,"[{'day': 'Tuesday', 'start_time': '11:30', 'end_time': '12:50', 'room': 'F-306'}, {'day': 'Thursday', 'start_time': '11:30', 'end_time': '12:50', 'room': 'F-306'}]"
400,Operating Systems,CS2006,BDS-5B,Mr. Mubasher Hussain,3,BS,DS,CS,Core,False,"[{'day': 'Tuesday', 'start_time': '16:00', 'end_time': '17:20', 'room': 'F-307'}, {'day': 'Thursday', 'start_time': '16:00', 'end_time': '17:20', 'room': 'F-307'}]"
401,Operating Systems,CS2006,BDS-5C,Mr. Mubasher Hussain,3,BS,DS,CS,Core,False,"[{'day': 'Tuesday', 'start_time': '13:00', 'end_time': '14:20', 'room': 'F-312'}, {'day': 'Friday', 'start_time': '11:30', 'end_time': '12:50', 'room': 'F-202'}]"
402,Design and Analysis of Algorithms,CS2009,BDS-5A,Dr. Maryam Bashir,3,BS,DS,CS,Core,False,"[{'day': 'Tuesday', 'start_time': '10:00', 'end_time': '11:20', 'room': 'F-310'}, {'day': 'Thursday', 'start_time': '10:00', 'end_time': '11:20', 'room': 'F-310'}]"
403,Design and Analysis of Algorithms,CS2009,BDS-5B,Mr. Usama Hassan Alvi,3,BS,DS,CS,Core,False,"[{'day': 'Monday', 'start_time': '13:00', 'end_time': '14:20', 'room': 'F-206'}, {'day': 'Wednesday', 'start_time': '13:00', 'end_time': '14:20', 'room': 'F-206'}]"
404,Design and Analysis of Algorithms,CS2009,BDS-5C,Mr. Usama Hassan Alvi (VF),3,BS,DS,CS,Core,False,"[{'day': 'Monday', 'start_time': '08:30', 'end_time': '09:50', 'room': 'F-203'}, {'day': 'Thursday', 'start_time': '13:00', 'end_time': '14:20', 'room': 'F-312'}]"
405,Data Analysis & Visualization,DS3001,BDS-5A,Dr. Asma Ahmed Farhan,3,BS,DS,DS,Core,False,"[{'day': 'Monday', 'start_time': '08:30', 'end_time': '09:50', 'room': 'C-5'}, {'day': 'Wednesday', 'start_time': '08:30', 'end_time': '09:50', 'room': 'C-5'}]"
406,Data Analysis & Visualization,DS3001,BDS-5B,Dr. Asma Ahmed Farhan,3,BS,DS,DS,Core,False,"[{'day': 'Monday', 'start_time': '10:00', 'end_time': '11:20', 'room': 'C-5'}, {'day': 'Wednesday', 'start_time': '10:00', 'end_time': '11:20', 'room': 'C-5'}]"
407,Data Analysis & Visualization,DS3001,BDS-5C,Mr. Saif Ul Islam,3,BS,DS,DS,Core,False,"[{'day': 'Monday', 'start_time': '10:00', 'end_time': '11:20', 'room': 'F-305'}, {'day': 'Wednesday', 'start_time': '10:00', 'end_time': '11:20', 'room': 'F-305'}]"
408,Data Warehousing & Business Intelligence,DS3003,BDS-5A,Mr. Muhammad Ishaq Raza,3,BS,DS,DS,Core,False,"[{'day': 'Tuesday', 'start_time': '14:30', 'end_time': '15:50', 'room': 'F-206'}, {'day': 'Thursday', 'start_time': '14:30', 'end_time': '15:50', 'room': 'F-206'}]"
409,Data Warehousing & Business Intelligence,DS3003,BDS-5B,Mr. Muhammad Ishaq Raza,3,BS,DS,DS,Core,False,"[{'day': 'Tuesday', 'start_time': '11:30', 'end_time': '12:50', 'room': 'F-206'}, {'day': 'Thursday', 'start_time': '11:30', 'end_time': '12:50', 'room': 'F-206'}]"
410,Operating Systems Lab,CL2006,BDS-5A,Ms. Rakhshan Imtiaz,1,BS,DS,CS,Core,False,"[{'day': 'Wednesday', 'start_time': '11:30', 'end_time': '14:20', 'room': 'Lab-15'}]"
411,Operating Systems Lab,CL2006,BDS-5B,Ms. Rakhshan Imtiaz,1,BS,DS,CS,Core,False,"[{'day': 'Friday', 'start_time': '14:30', 'end_time': '17:20', 'room': 'Lab-14'}]"
412,Operating Systems Lab,CL2006,BDS-5C,,1,BS,DS,CS,Core,False,"[{'day': 'Friday', 'start_time': '08:30', 'end_time': '11:20', 'room': 'Lab-15'}]"
413,Technical and Business Writing,SS2007,BDS-5A,Uzma Safdar (VF),3,BS,DS,HSS,Core,False,"[{'day': 'Tuesday', 'start_time': '13:00', 'end_time': '14:20', 'room': 'C-1'}, {'day': 'Thursday', 'start_time': '13:00', 'end_time': '14:20', 'room': 'C-1'}]"
414,Technical and Business Writing,SS2007,BDS-5B,Uzma Safdar (VF),3,BS,DS,HSS,Core,False,"[{'day': 'Tuesday', 'start_time': '14:30', 'end_time': '15:50', 'room': 'F-311'}, {'day': 'Thursday', 'start_time': '14:30', 'end_time': '15:50', 'room': 'F-311'}]"
415,Technical and Business Writing,SS2007,BDS-5C,Huma Asif (VF),3,BS,DS,HSS,Core,False,"[{'day': 'Tuesday', 'start_time': '16:00', 'end_time': '17:20', 'room': 'F-203'}, {'day': 'Thursday', 'start_time': '16:00', 'end_time': '17:20', 'room': 'F-203'}]"
416,Data Analysis & Visualization Lab,DL3001,BDS-5A,,1,BS,DS,DS,Core,False,"[{'day': 'Monday', 'start_time': '14:30', 'end_time': '17:20', 'room': 'Lab-14'}]"
417,Data Analysis & Visualization Lab,DL3001,BDS-5B,,1,BS,DS,DS,Core,False,"[{'day': 'Friday', 'start_time': '08:30', 'end_time': '11:20', 'room': 'Lab-16'}]"
418,Data Analysis & Visualization Lab,DL3001,BDS-5C,,1,BS,DS,DS,Core,False,"[{'day': 'Friday', 'start_time': '14:30', 'end_time': '17:20', 'room': 'Lab-16'}]"
419,Data Warehousing & Business Intelligence Lab,DL3003,BDS-5A,Mr. Durraiz Waseem Rana,1,BS,DS,DS,Core,False,"[{'day': 'Monday', 'start_time': '11:30', 'end_time': '14:20', 'room': 'Lab-13'}]"
420,Data Warehousing & Business Intelligence Lab,DL3003,BDS-5B,Mr. Muhammad Kamran,1,BS,DS,DS,Core,False,"[{'day': 'Monday', 'start_time': '14:30', 'end_time': '17:20', 'room': 'Lab-13'}]"
421,Databse Systems,CS2005,BDS-5A,Mr. Muhammad Ishaq Raza (VF),3,BS,DS,CS,Core,False,"[{'day': 'Monday', 'start_time': '11:30', 'end_time': '12:50', 'room': 'F-202'}, {'day': 'Wednesday', 'start_time': '11:30', 'end_time': '12:50', 'room': 'F-202'}]"
